symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
SIYSIL,Siyaram Silk Mills Limited,7(2),Ashok Jalan,13-Nov-2020 21:15,1083317,,0,0,0,0,Equity Shares,9415,316495,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083317_363215_13112020091502_WEB.xml,Director,585,0,1295859,Equity Shares,10000,0.02,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Purchase,-,NSE,-
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Prashant Pimple,13-Nov-2020 20:39,1083313,,0,0,0,0,Equity Shares,40877,316484,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083313_363180_13112020083922_WEB.xml,Employees/Designated Employees,500,0,8349127,Equity Shares,41377,0.01,11-Nov-2020,11-Nov-2020,12-Nov-2020,ESOP,-,NA,-
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Reshmi Prabhu,13-Nov-2020 20:39,1083313,,0,0,0,0,Equity Shares,5272,316486,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083313_363180_13112020083922_WEB.xml,Employees/Designated Employees,5273,0,1502520,Equity Shares,1,0,10-Nov-2020,10-Nov-2020,12-Nov-2020,Market Sale,-,NA,-
NAM-INDIA,Nippon Life India Asset Management Limited,7(2),Aashwin Dugal,13-Nov-2020 20:39,1083313,,0,0,0,0,Equity Shares,10000,316485,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083313_363180_13112020083922_WEB.xml,Employees/Designated Employees,Nil,0,2025000,Equity Shares,10000,0,11-Nov-2020,11-Nov-2020,12-Nov-2020,ESOP,-,NA,-
METROPOLIS,Metropolis Healthcare Limited,7(2),Mr. Jay Parekh,13-Nov-2020 19:49,1083311,,0,0,0,0,Equity Shares,1950,316477,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083311_363140_13112020074902_WEB.xml,Employees/Designated Employees,350,0,1376252,Equity Shares,2300,0.01,11-Nov-2020,11-Nov-2020,13-Nov-2020,ESOP,-,NA,-
METROPOLIS,Metropolis Healthcare Limited,7(2),Mr. Puneet Nigam,13-Nov-2020 19:49,1083311,,0,0,0,0,Equity Shares,3250,316478,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083311_363140_13112020074902_WEB.xml,Employees/Designated Employees,4022,0.01,2293753,Equity Shares,7272,0.01,11-Nov-2020,11-Nov-2020,13-Nov-2020,ESOP,-,NA,-
METROPOLIS,Metropolis Healthcare Limited,7(2),Mr.Iqbal Hussain,13-Nov-2020 19:49,1083311,,0,0,0,0,Equity Shares,3500,316476,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083311_363140_13112020074902_WEB.xml,Employees/Designated Employees,Nil,0,2470195,Equity Shares,3500,0.01,11-Nov-2020,11-Nov-2020,13-Nov-2020,ESOP,-,NA,-
METROPOLIS,Metropolis Healthcare Limited,7(2),SUNIL PAHUJA,13-Nov-2020 19:49,1083311,,0,0,0,0,Equity Shares,3250,316479,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083311_363140_13112020074902_WEB.xml,Employees/Designated Employees,4070,0.01,2293753,Equity Shares,7320,0.01,11-Nov-2020,11-Nov-2020,11-Nov-2020,ESOP,-,NA,-
METROPOLIS,Metropolis Healthcare Limited,7(2),Mr. Vijender Singh,13-Nov-2020 19:49,1083311,,0,0,0,0,Equity Shares,161637,316480,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083311_363140_13112020074902_WEB.xml,Key Managerial Personnel,1290,0.01,114078545,Equity Shares,162927,0.32,11-Nov-2020,11-Nov-2020,13-Nov-2020,ESOP,-,NA,-
METROPOLIS,Metropolis Healthcare Limited,7(2),ANUPAM DUTTA,13-Nov-2020 19:49,1083311,,0,0,0,0,Equity Shares,2000,316475,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083311_363140_13112020074902_WEB.xml,Employees/Designated Employees,3000,0.01,1411540,Equity Shares,5000,0.01,11-Nov-2020,11-Nov-2020,13-Nov-2020,ESOP,-,NA,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Benny Antony,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,2511,316472,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,11716,0,3326100,Equity Shares,14227,0,13-Nov-2020,13-Nov-2020,13-Nov-2020,ESOP,-,NA,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Paul Parambi,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,9246,316474,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,84377,0,12620877,Equity Shares,93623,0.01,13-Nov-2020,13-Nov-2020,13-Nov-2020,ESOP,-,NA,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Suresh Karthikeyan,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,10000,316471,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,169774,0.01,18074802,Equity Shares,159774,0.01,11-Nov-2020,11-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Sovit Nanda,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,1000,316470,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,37621,0,1799033,Equity Shares,36621,0,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Mukesh Kumar Bohara,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,1000,316469,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,24704,0,1738000,Equity Shares,23704,0,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Bhargesh Ojha,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,250,316468,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,27584,0,450000,Equity Shares,27334,0,11-Nov-2020,11-Nov-2020,11-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),R.ANANTHARAMAN,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,1500,316467,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,46135,0,2710500,Equity Shares,44635,0,11-Nov-2020,11-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Ambuj Chandna,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,2000,316466,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,187948,0.01,3615005,Equity Shares,185948,0.01,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Himanshu Vasa,13-Nov-2020 19:47,1083310,,0,0,0,0,Equity Shares,1902,316473,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083310_363137_13112020074733_WEB.xml,Employees/Designated Employees,110572,0.01,2202042,Equity Shares,112474,0.01,13-Nov-2020,13-Nov-2020,13-Nov-2020,ESOP,-,NA,-
HDFCLIFE,HDFC Life Insurance Company Limited,7(2),Housing Development Finance Corporation Limited,13-Nov-2020 19:37,1083307,,0,0,0,0,Equity Shares,2548750,316450,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083307_363117_13112020073731_WEB.xml,Promoters,1012514075,50.13,1603439388,Equity Shares,1009965325,50,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
INFY,Infosys Limited,7(2),Infosys Employee Benefits Trust,13-Nov-2020 19:36,1083306,,0,0,0,0,Equity Shares,50438,316449,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083306_363115_13112020073632_WEB.xml,Other,16743943,0.4,56567707,Equity Shares,16693505,0.4,11-Nov-2020,12-Nov-2020,13-Nov-2020,Off Market,-,NA,-
INFY,Infosys Limited,7(2),S.D Shibulal,13-Nov-2020 19:36,1083306,,0,0,0,0,Equity Shares,401000,316448,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083306_363115_13112020073632_WEB.xml,Promoters,1765768,0.04,0,Equity Shares,2166768,0.05,12-Nov-2020,12-Nov-2020,12-Nov-2020,Gift,-,NA,-
INFY,Infosys Limited,7(2),Kumari Shibulal,13-Nov-2020 19:36,1083306,,0,0,0,0,Equity Shares,401000,316447,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083306_363115_13112020073632_WEB.xml,Promoters,9297930,0.22,0,Equity Shares,8896930,0.21,12-Nov-2020,12-Nov-2020,12-Nov-2020,Gift,-,NA,-
HDFCAMC,HDFC Asset Management Company Limited,7(2),M VIJAYKUMAR,13-Nov-2020 19:29,1083303,,0,0,0,0,Equity Shares,404,316440,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083303_363098_13112020072924_WEB.xml,Employees/Designated Employees,24022,0.01,999585,Equity Shares,23618,0.01,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
HDFCAMC,HDFC Asset Management Company Limited,7(2),M VIJAYKUMAR,13-Nov-2020 19:29,1083303,,0,0,0,0,Equity Shares,3618,316441,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083303_363098_13112020072924_WEB.xml,Employees/Designated Employees,23618,0.01,8789967,Equity Shares,20000,0.01,12-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
HDFCAMC,HDFC Asset Management Company Limited,7(2),KRISHAN KUMAR DAGA,13-Nov-2020 19:29,1083303,,0,0,0,0,Equity Shares,1800,316442,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083303_363098_13112020072924_WEB.xml,Employees/Designated Employees,6300,0,4396500,Equity Shares,4500,0,12-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(3),Aruna K Rao,13-Nov-2020 19:28,1083302,,0,0,0,0,Equity Shares,1000,316439,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083302_363096_13112020072813_WEB.xml,-,120888,0.01,1799000,Equity Shares,119888,0.01,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
RELIANCE,Reliance Industries Limited,7(2),Akhilesh Prasad,13-Nov-2020 19:01,1083299,,0,0,0,0,Equity Shares,1000,316434,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083299_363025_13112020070123_WEB.xml,Other,2480,0,2055000,Equity Shares,1480,0,09-Nov-2020,09-Nov-2020,11-Nov-2020,Market Sale,-,NSE,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES EMPLOYEES WELFARE TRUST,13-Nov-2020 18:53,1083297,,0,0,0,0,Equity Shares,2800,316432,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083297_363009_13112020065321_WEB.xml,Other,5172373,1.89,125888,Equity Shares,5169573,1.89,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,NA,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Bharath U,13-Nov-2020 18:42,1083294,,0,0,0,0,Equity Shares,1700,316427,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083294_363005_13112020064233_WEB.xml,Key Managerial Personnel,10400,0.01,17000,Equity Shares,12100,0.01,10-Nov-2020,10-Nov-2020,12-Nov-2020,ESOP,-,NA,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Bharath U,13-Nov-2020 18:42,1083294,,0,0,0,0,Equity Shares,700,316428,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083294_363005_13112020064233_WEB.xml,Key Managerial Personnel,12100,0.01,1520063,Equity Shares,11400,0.01,11-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Shankha Banerjee,13-Nov-2020 18:42,1083294,,0,0,0,0,Equity Shares,958,316426,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083294_363005_13112020064233_WEB.xml,Employees/Designated Employees,20090,0.02,2098529,Equity Shares,19132,0.02,11-Nov-2020,11-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Om Prakash Manchanda,13-Nov-2020 18:42,1083294,,0,0,0,0,Equity Shares,10000,316425,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083294_363005_13112020064233_WEB.xml,Director,1484837,1.78,21502738,Equity Shares,1474837,1.77,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Dr. Lal PathLabs Employees Welfare Trust,13-Nov-2020 18:42,1083294,,0,0,0,0,Equity Shares,1810,316424,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083294_363005_13112020064233_WEB.xml,Other,776348,0.93,18100,Equity Shares,774538,0.93,10-Nov-2020,10-Nov-2020,12-Nov-2020,ESOP,-,NA,-
SITINET,Siti Networks Limited,7(2),Direct Media Solutions LLP (formerly known as Direct Media Solutions Private Limited),13-Nov-2020 18:29,1083293,,0,0,0,0,Equity Shares,2157000,316423,Pledge Invoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1083293_362979_13112020062928_WEB.xml,Promoters,23356732,2.68,1078500,Equity Shares,21199732,2.43,10-Nov-2020,10-Nov-2020,12-Nov-2020,Invocation of pledge,-,NA,-
SITINET,Siti Networks Limited,7(2),BIOSCOPE CINEMAS PRIVATE LIMITED,13-Nov-2020 18:29,1083293,,0,0,0,0,Equity Shares,23312335,316422,Pledge Invoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1083293_362979_13112020062928_WEB.xml,Promoters,65549946,7.52,11656168,Equity Shares,42237611,4.84,10-Nov-2020,10-Nov-2020,12-Nov-2020,Invocation of pledge,-,NA,-
JINDALSTEL,Jindal Steel & Power Limited,7(2),Danta Enterprises Private Ltd,13-Nov-2020 18:27,1083290,,0,0,0,0,Equity Shares,4000000,316414,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1083290_362969_13112020062700_WEB.xml,Promoter Group,62238816,6.1,855200000,Equity Shares,62238816,6.1,10-Nov-2020,10-Nov-2020,11-Nov-2020,Revokation of Pledge,-,NA,-
INDUSINDBK,Indusind Bank Limited,7(2),B CHANDRA MOHAN,13-Nov-2020 18:23,1083288,,0,0,0,0,Equity Shares,9000,316412,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083288_362943_13112020062356_WEB.xml,Employees/Designated Employees,32650,0,4805550,Equity Shares,41650,0.01,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
GREENPLY,Greenply Industries Limited,7(2),S. M. MANAGEMENT PVT. LTD.,13-Nov-2020 18:18,1083286,,0,0,0,0,Equity Shares,30000,316410,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083286_362925_13112020061836_WEB.xml,Promoter Group,32885424,26.81,2883300,Equity Shares,32915424,26.84,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,NSE,-
ELGIRUBCO,Elgi Rubber Company Limited,7(2),SUDARSAN VARADARAJ,13-Nov-2020 18:13,1083285,,0,0,0,0,Equity Shares,57977,316409,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083285_362917_13112020061335_WEB.xml,Promoters,23507346,46.97,957680,Equity Shares,23565323,47.08,11-Nov-2020,12-Nov-2020,13-Nov-2020,Market Purchase,-,NSE,-
IIFLWAM,Iifl Wealth Management Limited,7(2),NIKUNJ KEDIA,13-Nov-2020 17:59,1083282,,0,0,0,0,Equity Shares,15000,316406,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083282_362882_13112020055943_WEB.xml,Employees/Designated Employees,112813,0.13,14419450,Equity Shares,97813,0.11,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
IIFLWAM,Iifl Wealth Management Limited,7(2),Yatin Shah,13-Nov-2020 17:59,1083282,,0,0,0,0,Equity Shares,28014,316405,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083282_362882_13112020055943_WEB.xml,Director,3312512,3.79,27098872,Equity Shares,3340526,3.82,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Purchase,-,NSE,-
ESCORTS,Escorts Limited,7(2),Charak Ayurvedic Treatements Private Limited,13-Nov-2020 17:56,1083280,,0,0,0,0,Equity Shares,2000,316402,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083280_362875_13112020055619_WEB.xml,Promoter Group,2000,0,2668230,Equity Shares,Nil,0,10-Nov-2020,10-Nov-2020,11-Nov-2020,Market Sale,-,NSE,-
ITC,ITC Limited,7(2),C.V. SARMA,13-Nov-2020 17:56,1083279,,0,0,0,0,Equity Shares,20000,316401,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083279_362870_13112020055610_WEB.xml,Employees/Designated Employees,60700,0,3640000,Equity Shares,40700,0,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),SANDEEP BAKHSHI,13-Nov-2020 17:44,1083276,,0,0,0,0,Equity Shares,4505,316398,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083276_362830_13112020054401_WEB.xml,Key Managerial Personnel,505005,0,2148885,Equity Shares,500500,0,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),Rahul Godse,13-Nov-2020 17:44,1083276,,0,0,0,0,Equity Shares,4000,316397,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083276_362830_13112020054401_WEB.xml,Employees/Designated Employees,22000,0,1063121,Equity Shares,18000,0,10-Nov-2020,11-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),JAYANTHI GIRIDHARAN,13-Nov-2020 17:44,1083276,,0,0,0,0,Equity Shares,35434,316396,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083276_362830_13112020054401_WEB.xml,Employees/Designated Employees,35434,0,16902018,Equity Shares,Nil,0,12-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),MANISH JAIN,13-Nov-2020 17:44,1083276,,0,0,0,0,Equity Shares,3042,316395,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083276_362830_13112020054401_WEB.xml,Employees/Designated Employees,13671,0,1413941,Equity Shares,10629,0,03-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),VIKAS NAGPAL,13-Nov-2020 17:44,1083276,,0,0,0,0,Equity Shares,2000,316394,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083276_362830_13112020054401_WEB.xml,Employees/Designated Employees,7000,0,947100,Equity Shares,5000,0,09-Nov-2020,11-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),Anish Madhavan,13-Nov-2020 17:44,1083276,,0,0,0,0,Equity Shares,4500,316393,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083276_362830_13112020054401_WEB.xml,Employees/Designated Employees,24500,0,2174611,Equity Shares,20000,0,13-Nov-2020,13-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
ASTRAL,Astral Poly Technik Limited,7(2),Sujal Rajendrabhai Shroff,13-Nov-2020 17:33,1083275,,0,0,0,0,Equity Shares,29492,316390,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083275_362784_13112020053343_WEB.xml,Immediate relative,176992,0.12,37500200,Equity Shares,147500,0.12,10-Nov-2020,12-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
ASTRAL,Astral Poly Technik Limited,7(2),Sanjana Sujal Shroff,13-Nov-2020 17:33,1083275,,0,0,0,0,Equity Shares,3000,316392,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083275_362784_13112020053343_WEB.xml,Immediate relative,48000,0.03,3809593,Equity Shares,45000,0.03,10-Nov-2020,10-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
ASTRAL,Astral Poly Technik Limited,7(2),Aditya Sujal Shroff,13-Nov-2020 17:33,1083275,,0,0,0,0,Equity Shares,3000,316391,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083275_362784_13112020053343_WEB.xml,Immediate relative,48000,0.03,3813992,Equity Shares,45000,0.03,10-Nov-2020,10-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
AXISBANK,Axis Bank Limited,7(2),Sanjay Sinha,13-Nov-2020 17:27,1083273,,0,0,0,0,Equity Shares,2000,316386,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083273_362743_13112020052727_WEB.xml,Other,25700,0,613080,Equity Shares,27700,0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,NA,-
AXISBANK,Axis Bank Limited,7(2),Arvind Arya,13-Nov-2020 17:27,1083273,,0,0,0,0,Equity Shares,1000,316385,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083273_362743_13112020052727_WEB.xml,Other,54050,0,599950,Equity Shares,53050,0,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
AXISBANK,Axis Bank Limited,7(2),Bhushan Vartak,13-Nov-2020 17:27,1083273,,0,0,0,0,Equity Shares,3000,316384,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083273_362743_13112020052727_WEB.xml,Other,21000,0,12960000,Equity Shares,24000,0,12-Nov-2020,12-Nov-2020,13-Nov-2020,ESOP,-,NA,-
ANANTRAJ,Anant Raj Limited,7(2),Ashok Sarin,13-Nov-2020 17:21,1083271,,0,0,0,0,Equity Shares,78900,316380,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083271_362708_13112020052111_WEB.xml,Promoters,95188487,32.26,1419683,Equity Shares,95267387,32.28,11-Nov-2020,12-Nov-2020,13-Nov-2020,Market Purchase,-,NSE,-
ESCORTS,Escorts Limited,7(2),NEERAJ MEHRA,13-Nov-2020 17:17,1083269,,0,0,0,0,Equity Shares,2000,316378,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083269_362698_13112020051731_WEB.xml,Employees/Designated Employees,2000,0,2686365,Equity Shares,Nil,0,10-Nov-2020,10-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
ESCORTS,Escorts Limited,7(2),Rajneesh Agarwal,13-Nov-2020 17:17,1083269,,0,0,0,0,Equity Shares,2125,316377,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083269_362698_13112020051731_WEB.xml,Employees/Designated Employees,9725,0.01,2853479,Equity Shares,7600,0.01,10-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
HDFCLIFE,HDFC Life Insurance Company Limited,7(2),SANJAY VIJ,13-Nov-2020 17:02,1083267,,0,0,0,0,Equity Shares,5000,316371,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083267_362661_13112020050249_WEB.xml,Employees/Designated Employees,344581,0.02,3150000,Equity Shares,339581,0.02,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
HDFCLIFE,HDFC Life Insurance Company Limited,7(2),VIBHA PADALKAR,13-Nov-2020 17:02,1083267,,0,0,0,0,Equity Shares,10000,316372,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083267_362661_13112020050249_WEB.xml,Director,1391783,0.07,6304500,Equity Shares,1381783,0.07,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
DIVISLAB,Divi's Laboratories Limited,7(2),Ancha Venkateswara Rao,13-Nov-2020 17:01,1083265,,0,0,0,0,Equity Shares,500,316366,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083265_362649_13112020050116_WEB.xml,Employees/Designated Employees,18000,0.01,1690000,Equity Shares,17500,0.01,10-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
DIVISLAB,Divi's Laboratories Limited,7(2),T. Raja Rao,13-Nov-2020 17:01,1083265,,0,0,0,0,Equity Shares,700,316364,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083265_362649_13112020050116_WEB.xml,Employees/Designated Employees,1000,0,2372811,Equity Shares,300,0,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
DIVISLAB,Divi's Laboratories Limited,7(2),DIVI MADHUSUDANA RAO,13-Nov-2020 17:01,1083265,,0,0,0,0,Equity Shares,7000,316363,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083265_362649_13112020050116_WEB.xml,Promoter Group,337760,0.13,23224887,Equity Shares,330760,0.12,10-Nov-2020,11-Nov-2020,12-Nov-2020,Market Sale,-,NSE,-
DIVISLAB,Divi's Laboratories Limited,7(2),T. Bhavani Kumari,13-Nov-2020 17:01,1083265,,0,0,0,0,Equity Shares,800,316365,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1083265_362649_13112020050116_WEB.xml,Immediate relative,5000,0,2703200,Equity Shares,4200,0,12-Nov-2020,12-Nov-2020,13-Nov-2020,Market Sale,-,NSE,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),M S SHRUTHI,13-Nov-2020 16:58,1083264,,0,0,0,0,Equity Shares,60450,316361,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083264_362639_13112020045859_WEB.xml,Promoter Group,34400,0.01,1888750,Equity Shares,94850,0.01,09-Nov-2020,09-Nov-2020,11-Nov-2020,Off Market,-,NA,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),S NIRUPAMA,13-Nov-2020 16:58,1083264,,0,0,0,0,Equity Shares,6200,316360,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083264_362639_13112020045859_WEB.xml,Promoter Group,472540,0.06,219202,Equity Shares,478740,0.06,11-Nov-2020,11-Nov-2020,12-Nov-2020,Market Purchase,-,NSE,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),S NIRUPAMA,13-Nov-2020 16:58,1083264,,0,0,0,0,Equity Shares,55500,316359,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083264_362639_13112020045859_WEB.xml,Promoter Group,417040,0.05,1800500,Equity Shares,472540,0.06,10-Nov-2020,11-Nov-2020,12-Nov-2020,Off Market,-,NA,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),M S SHRUTHI,13-Nov-2020 16:58,1083264,,0,0,0,0,Equity Shares,15000,316362,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1083264_362639_13112020045859_WEB.xml,Promoter Group,94850,0.01,541594,Equity Shares,109850,0.01,10-Nov-2020,11-Nov-2020,12-Nov-2020,Market Purchase,-,NSE,-
